Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,NJ,New Jersey,Essex,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.2,6.8,854917,34013,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Middlesex,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.8,,,2.5,3.0,860807,34023,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Gloucester,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.8,,,8.4,11.4,304477,34015,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Bergen,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,57.4,,,53.0,61.7,953819,34003,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Middlesex,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.8,,,9.4,12.4,860807,34023,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Somerset,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,23,,,19.8,26.2,345647,34035,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.6199378 40.5655273),490
2021,NJ,New Jersey,Middlesex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,28.5,,,24.5,33.0,860807,34023,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Atlantic,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,28,,,23.9,32.5,274966,34001,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-74.6337591 39.4693555),2446
2020,NJ,New Jersey,Warren,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,70.1,,,65.6,74.6,110731,34041,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-75.0094978 40.8534914),2533
2020,NJ,New Jersey,Warren,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29.4,,,27.8,30.8,110731,34041,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Morris,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.3,,,10.6,14.2,510981,34027,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-74.5472917 40.8588961),2492
2020,NJ,New Jersey,Cape May,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,68.5,,,65.0,71.9,95661,34009,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Gloucester,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.2,,,33.1,41.3,304477,34015,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Burlington,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10,,,8.5,11.7,464269,34005,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Hunterdon,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.6,,,26.3,35.0,129924,34019,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Atlantic,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.6,3.2,274966,34001,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Monmouth,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,23.4,,,20.2,27.2,645354,34025,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Gloucester,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.7,,,4.9,6.5,304477,34015,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Sussex,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,4.9,,,4.3,5.6,145543,34037,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Salem,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.8,,,28.6,43.2,65046,34033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Mercer,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.7,,,11.8,15.8,385898,34021,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-74.703724 40.2825026),2489
2020,NJ,New Jersey,Ocean,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,69.9,,,66.1,73.8,648998,34029,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-74.2588636 39.865669),489
2020,NJ,New Jersey,Union,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,36.5,,,35.3,37.6,572114,34039,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Bergen,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75.4,,,72.0,78.7,953819,34003,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Passaic,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.9,,,3.5,4.5,518117,34031,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.2994078 41.0366554),2493
2020,NJ,New Jersey,Hunterdon,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,86.2,,,83.9,88.2,129924,34019,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Monmouth,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,21,,,18.4,23.7,645354,34025,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Cape May,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.6,,,9.7,13.8,95661,34009,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Burlington,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,20.2,,,17.1,23.4,464269,34005,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Essex,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.1,,,73.8,80.1,854917,34013,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Passaic,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,27.8,,,24.6,31.4,518117,34031,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Bergen,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.8,,,2.6,3.1,953819,34003,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Sussex,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,55.6,,,50.6,60.7,145543,34037,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Atlantic,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20,,,16.9,23.4,274966,34001,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Morris,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.3,,,2.1,2.6,510981,34027,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-74.5472917 40.8588961),2492
2021,NJ,New Jersey,Sussex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.3,,,26.4,39.0,145543,34037,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-74.6919141 41.1374609),2586
2020,NJ,New Jersey,Gloucester,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,36.9,,,30.5,42.7,304477,34015,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-75.1456793 39.7228745),2487
2020,NJ,New Jersey,Hunterdon,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,44.9,,,36.9,53.2,129924,34019,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Union,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.4,,,9.8,13.3,572114,34039,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.2,,,8.2,10.4,572114,34039,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Atlantic,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.3,,,76.3,82.0,274966,34001,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-74.6337591 39.4693555),2446
2020,NJ,New Jersey,Morris,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,41.6,,,34.9,48.2,510981,34027,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-74.5472917 40.8588961),2492
2020,NJ,New Jersey,Hudson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,63.4,,,60.9,65.8,702463,34017,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Burlington,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.2,,,87.2,91.1,464269,34005,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Cape May,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13.5,,,11.3,16.0,95661,34009,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Cumberland,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.5,,,9.2,12.0,153627,34011,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Passaic,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,18.6,,,14.8,22.2,518117,34031,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.2994078 41.0366554),2493
2020,NJ,New Jersey,Cumberland,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,38.7,,,32.6,45.3,153627,34011,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Warren,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,21.2,,,18.2,24.7,110731,34041,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Mercer,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,19,,,16.1,22.1,385898,34021,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Bergen,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,10.7,,,8.4,13.1,953819,34003,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.0747272 40.9596985),487
2020,NJ,New Jersey,Monmouth,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.4,,,32.8,35.9,645354,34025,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Essex,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,25.9,,,22.7,29.1,854917,34013,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Burlington,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,23.5,,,20.0,27.3,464269,34005,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-74.6630063 39.8757858),2447
2020,NJ,New Jersey,Sussex,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,36.7,,,29.0,44.2,145543,34037,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Camden,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.6,,,4.8,6.3,523771,34007,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Salem,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,29.5,,,24.7,34.9,65046,34033,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-75.3573559 39.5738282),2494
2020,NJ,New Jersey,Camden,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,45.9,,,40.0,52.1,523771,34007,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Passaic,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.9,,,28.7,35.2,518117,34031,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Atlantic,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.7,,,5.0,6.6,274966,34001,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.9,3.4,572114,34039,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-74.3086957 40.6598707),2532
2020,NJ,New Jersey,Monmouth,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,72.1,,,67.9,75.6,645354,34025,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Ocean,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.3,,,70.2,77.9,648998,34029,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Hudson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.9,,,9.4,12.4,702463,34017,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Cumberland,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.5,,,3.2,3.9,153627,34011,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-75.1216277 39.3284336),2485
2020,NJ,New Jersey,Somerset,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.2,,,30.1,32.4,345647,34035,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-74.6199378 40.5655273),490
2020,NJ,New Jersey,Mercer,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,9.2,,,6.2,13.0,385898,34021,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Hudson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.8,,,85.6,89.9,702463,34017,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Cumberland,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.1,8.5,153627,34011,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Ocean,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.2,,,14.4,20.4,648998,34029,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Atlantic,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,75.2,,,71.1,79.2,274966,34001,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-74.6337591 39.4693555),2446
2020,NJ,New Jersey,Atlantic,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,69,,,66.5,71.5,274966,34001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Camden,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.8,,,26.1,35.5,523771,34007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Ocean,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.5,,,3.1,3.9,648998,34029,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Bergen,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.3,,,2.0,2.7,953819,34003,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Essex,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.9,,,73.8,79.7,854917,34013,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Warren,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.5,,,9.0,12.3,110731,34041,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Cumberland,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.4,7.0,153627,34011,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-75.1216277 39.3284336),2485
2020,NJ,New Jersey,Hunterdon,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,73,,,69.3,76.2,129924,34019,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Burlington,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.1,,,28.5,35.8,464269,34005,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Bergen,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.7,,,27.7,34.0,953819,34003,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Hunterdon,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,129924,34019,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Union,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,4.8,,,4.3,5.5,572114,34039,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-74.3086957 40.6598707),2532
2020,NJ,New Jersey,Union,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.7,,,71.8,77.2,572114,34039,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.3086957 40.6598707),2532
2020,NJ,New Jersey,Salem,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.7,,,8.2,16.0,65046,34033,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Essex,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,28,,,24.2,31.7,854917,34013,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Monmouth,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,645354,34025,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-74.1524456 40.2870481),2491
2020,NJ,New Jersey,Somerset,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.4,,,71.3,77.5,345647,34035,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.6199378 40.5655273),490
2021,NJ,New Jersey,Camden,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.2,,,8.9,11.5,523771,34007,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-74.9612493 39.8024071),2448
2020,NJ,New Jersey,Burlington,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,43.7,,,37.7,49.2,464269,34005,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-74.6630063 39.8757858),2447
2020,NJ,New Jersey,Warren,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.7,,,5.3,12.8,110731,34041,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Hunterdon,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,19.2,,,16.2,22.5,129924,34019,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-74.9119695 40.5652832),2488
2020,NJ,New Jersey,Passaic,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.2,,,80.4,83.9,518117,34031,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Atlantic,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16,,,13.4,18.9,274966,34001,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-74.6337591 39.4693555),2446
2020,NJ,New Jersey,Burlington,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,8.8,,,5.9,12.2,464269,34005,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Gloucester,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.3,,,6.6,8.1,304477,34015,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Hudson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.3,,,23.6,29.0,702463,34017,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-74.0786014 40.7313751),488
2020,NJ,New Jersey,Bergen,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.7,,,80.8,84.4,953819,34003,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Salem,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,5.0,6.5,65046,34033,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Mercer,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.4,,,8.1,10.9,385898,34021,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Morris,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,10.3,,,7.8,13.1,510981,34027,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-74.5472917 40.8588961),2492
